	OUT.ID	Kingdom	Phylum	Class	Order	Family	Genus	Species
OTU2059	OTU2059	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	NA	NA	NA
OTU2060	OTU2060	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU2061	OTU2061	Fungi	NA	NA	NA	NA	NA	NA
OTU2062	OTU2062	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	NA	NA	NA
OTU2063	OTU2063	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor	NA
OTU2064	OTU2064	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	NA
OTU2065	OTU2065	Fungi	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetales	NA	NA	NA
OTU2066	OTU2066	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU2067	OTU2067	Fungi	Glomeromycota	Glomeromycetes	Glomerales	NA	NA	NA
OTU2068	OTU2068	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA
OTU2069	OTU2069	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU2070	OTU2070	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
OTU2071	OTU2071	Fungi	Entomophthoromycota	Basidiobolomycetes	Basidiobolales	Basidiobolaceae	Basidiobolus	Basidiobolus ranarum
OTU2072	OTU2072	Fungi	Mucoromycota	Mucoromycetes	Mucorales	NA	NA	NA
OTU2073	OTU2073	Fungi	NA	NA	NA	NA	NA	NA
OTU2074	OTU2074	Fungi	Ascomycota	Geoglossomycetes	Geoglossales	NA	NA	NA
OTU2075	OTU2075	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Macroventuria	NA
OTU2076	OTU2076	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU2077	OTU2077	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	NA	NA	NA
OTU2078	OTU2078	Fungi	Ascomycota	Eurotiomycetes	Verrucariales	NA	NA	NA
OTU2079	OTU2079	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	NA	NA	NA
OTU2080	OTU2080	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA
OTU2081	OTU2081	Fungi	Basidiomycota	Microbotryomycetes	Leucosporidiales	NA	NA	NA
OTU2082	OTU2082	Fungi	Mucoromycota	Mucoromycetes	Mucorales	NA	NA	NA
OTU2083	OTU2083	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU2084	OTU2084	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU2085	OTU2085	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU2086	OTU2086	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Coniosporium	NA
OTU2087	OTU2087	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	NA	NA	NA
OTU2088	OTU2088	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU2089	OTU2089	Fungi	Ascomycota	Schizosaccharomycetes	Schizosaccharomycetales	NA	NA	NA
OTU2090	OTU2090	Fungi	Ascomycota	Sordariomycetes	Hypocreales	NA	NA	NA
OTU2091	OTU2091	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU2092	OTU2092	Fungi	Ascomycota	Eurotiomycetes	Verrucariales	NA	NA	NA
OTU2093	OTU2093	Fungi	NA	NA	NA	NA	NA	NA
OTU2094	OTU2094	Fungi	Ascomycota	Dothideomycetes	Dothideales	Aureobasidiaceae	Aureobasidium	NA
OTU2095	OTU2095	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU2096	OTU2096	Fungi	Neocallimastigomycota	Neocallimastigomycetes	Neocallimastigales	NA	NA	NA
OTU2097	OTU2097	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU2098	OTU2098	Fungi	Ascomycota	Schizosaccharomycetes	Schizosaccharomycetales	NA	NA	NA
OTU2099	OTU2099	Fungi	Glomeromycota	Glomeromycetes	Gigasporales	NA	NA	NA
OTU2100	OTU2100	Fungi	Ascomycota	Schizosaccharomycetes	Schizosaccharomycetales	NA	NA	NA
OTU2101	OTU2101	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
OTU2102	OTU2102	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	NA	NA	NA
OTU2103	OTU2103	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Cryptococcus	Cryptococcus frias
OTU2104	OTU2104	Fungi	Mucoromycota	Mucoromycetes	Mucorales	NA	NA	NA
OTU2105	OTU2105	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU2106	OTU2106	Fungi	NA	NA	NA	NA	NA	NA
OTU2107	OTU2107	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	NA
OTU2108	OTU2108	Fungi	NA	NA	NA	NA	NA	NA
OTU2109	OTU2109	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU2110	OTU2110	Fungi	Ascomycota	Schizosaccharomycetes	Schizosaccharomycetales	NA	NA	NA
OTU2111	OTU2111	Fungi	Ascomycota	Lecanoromycetes	Acarosporales	NA	NA	NA
OTU2112	OTU2112	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU2113	OTU2113	Fungi	NA	NA	NA	NA	NA	NA
OTU2114	OTU2114	Fungi	Ascomycota	Lecanoromycetes	Pertusariales	NA	NA	NA
OTU2115	OTU2115	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	NA
OTU2116	OTU2116	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU2117	OTU2117	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus subsessilis
OTU2118	OTU2118	Fungi	Ascomycota	Leotiomycetes	NA	NA	NA	NA
OTU2120	OTU2120	Fungi	Ascomycota	Lecanoromycetes	Acarosporales	NA	NA	NA
OTU2121	OTU2121	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	NA	NA	NA
OTU2122	OTU2122	Fungi	Ascomycota	Schizosaccharomycetes	Schizosaccharomycetales	NA	NA	NA
OTU2123	OTU2123	Fungi	Ascomycota	Dothideomycetes	Venturiales	Venturiaceae	Venturia	NA
OTU2124	OTU2124	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
OTU2125	OTU2125	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	NA	NA	NA
OTU2126	OTU2126	Fungi	Ascomycota	Sordariomycetes	Hypocreales	NA	NA	NA
OTU2127	OTU2127	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU2128	OTU2128	Fungi	NA	NA	NA	NA	NA	NA
OTU2129	OTU2129	Fungi	NA	NA	NA	NA	NA	NA
OTU2130	OTU2130	Fungi	NA	NA	NA	NA	NA	NA
OTU2131	OTU2131	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA
OTU2132	OTU2132	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU2133	OTU2133	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
OTU2134	OTU2134	Fungi	Neocallimastigomycota	Neocallimastigomycetes	Neocallimastigales	NA	NA	NA
OTU2135	OTU2135	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	NA	NA	NA
OTU2136	OTU2136	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU2137	OTU2137	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Tulostoma	NA
OTU2138	OTU2138	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU2139	OTU2139	Fungi	Mucoromycota	Mucoromycetes	Mucorales	NA	NA	NA
OTU2140	OTU2140	Fungi	Ascomycota	Schizosaccharomycetes	Schizosaccharomycetales	NA	NA	NA
OTU2141	OTU2141	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU2142	OTU2142	Fungi	Ascomycota	Schizosaccharomycetes	Schizosaccharomycetales	NA	NA	NA
OTU2143	OTU2143	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU2144	OTU2144	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU2145	OTU2145	Fungi	Mucoromycota	Mucoromycetes	Mucorales	NA	NA	NA
OTU2146	OTU2146	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Sclerostagonospora	NA
OTU2147	OTU2147	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	NA	NA	NA
OTU2148	OTU2148	Fungi	NA	NA	NA	NA	NA	NA
OTU2149	OTU2149	Fungi	NA	NA	NA	NA	NA	NA
OTU2150	OTU2150	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Nothophoma	Nothophoma gossypiicola
OTU2151	OTU2151	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU2152	OTU2152	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Cyphellophoraceae	NA	NA
OTU2153	OTU2153	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU2154	OTU2154	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	NA	NA	NA
OTU2155	OTU2155	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU2156	OTU2156	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA
OTU2157	OTU2157	Fungi	Mucoromycota	Mucoromycetes	Mucorales	NA	NA	NA
OTU2158	OTU2158	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Macroventuria	NA
OTU2159	OTU2159	Fungi	Mucoromycota	Mucoromycetes	Mucorales	NA	NA	NA
OTU2160	OTU2160	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU2161	OTU2161	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
OTU2162	OTU2162	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA
OTU2163	OTU2163	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU2164	OTU2164	Fungi	NA	NA	NA	NA	NA	NA
OTU2165	OTU2165	Fungi	NA	NA	NA	NA	NA	NA
OTU2166	OTU2166	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	NA	NA
OTU2167	OTU2167	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA
OTU2168	OTU2168	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Coniothyriaceae	Coniothyrium	NA
OTU2169	OTU2169	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	NA	NA	NA
OTU2170	OTU2170	Fungi	Rozellomycota	NA	NA	NA	NA	NA
OTU2171	OTU2171	Fungi	Basidiomycota	Agaricomycetes	Polyporales	NA	NA	NA
OTU2172	OTU2172	Fungi	Rozellomycota	NA	NA	NA	NA	NA
OTU2173	OTU2173	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA
OTU2174	OTU2174	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU2175	OTU2175	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	Preussia aemulans
OTU2176	OTU2176	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	NA	NA	NA
OTU2177	OTU2177	Fungi	Ascomycota	Sordariomycetes	Magnaporthales	Magnaporthaceae	Slopeiomyces	Slopeiomyces cylindrosporus
OTU2178	OTU2178	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
OTU2179	OTU2179	Fungi	Glomeromycota	Glomeromycetes	Diversisporales	NA	NA	NA
OTU2180	OTU2180	Fungi	Glomeromycota	Glomeromycetes	Gigasporales	NA	NA	NA
OTU2181	OTU2181	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU2182	OTU2182	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Tulostoma	NA
OTU2183	OTU2183	Fungi	NA	NA	NA	NA	NA	NA
OTU2184	OTU2184	Fungi	Ascomycota	Pezizomycetes	Pezizales	NA	NA	NA
OTU2185	OTU2185	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU2186	OTU2186	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU2187	OTU2187	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	NA
OTU2188	OTU2188	Fungi	Basidiomycota	NA	NA	NA	NA	NA
OTU2189	OTU2189	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU2190	OTU2190	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU2192	OTU2192	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU2193	OTU2193	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
OTU2194	OTU2194	Fungi	Ascomycota	Sordariomycetes	Trichosphaeriales	Trichosphaeriaceae	Nigrospora	Nigrospora oryzae
OTU2195	OTU2195	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
OTU2196	OTU2196	Fungi	NA	NA	NA	NA	NA	NA
OTU2197	OTU2197	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	Thyrostroma	NA
OTU2198	OTU2198	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	NA
OTU2199	OTU2199	Fungi	Ascomycota	Pezizomycetes	Pezizales	NA	NA	NA
OTU2200	OTU2200	Fungi	Ascomycota	Lecanoromycetes	Peltigerales	NA	NA	NA
OTU2201	OTU2201	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Lecanicillium	Lecanicillium aphanocladii
OTU2202	OTU2202	Fungi	NA	NA	NA	NA	NA	NA
OTU2203	OTU2203	Fungi	Basidiomycota	Agaricomycetes	Polyporales	NA	NA	NA
OTU2204	OTU2204	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU2205	OTU2205	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	NA	NA	NA
OTU2206	OTU2206	Fungi	Ascomycota	Schizosaccharomycetes	Schizosaccharomycetales	NA	NA	NA
OTU2207	OTU2207	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU2208	OTU2208	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU2209	OTU2209	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
OTU2210	OTU2210	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	NA
OTU2211	OTU2211	Fungi	Basidiomycota	Cystobasidiomycetes	Cystobasidiales	Cystobasidiaceae	Cystobasidium	NA
OTU2212	OTU2212	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA
OTU2213	OTU2213	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	NA
OTU2214	OTU2214	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU2215	OTU2215	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA
OTU2216	OTU2216	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	NA	NA
OTU2217	OTU2217	Fungi	Rozellomycota	NA	NA	NA	NA	NA
OTU2218	OTU2218	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius vanduzerensis
OTU2219	OTU2219	Fungi	Ascomycota	Schizosaccharomycetes	Schizosaccharomycetales	NA	NA	NA
OTU2220	OTU2220	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA
OTU2221	OTU2221	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU2222	OTU2222	Fungi	Ascomycota	Schizosaccharomycetes	Schizosaccharomycetales	NA	NA	NA
OTU2223	OTU2223	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	NA	NA
OTU2224	OTU2224	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA
OTU2225	OTU2225	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
OTU2226	OTU2226	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
OTU2227	OTU2227	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	NA	NA	NA
OTU2228	OTU2228	Fungi	NA	NA	NA	NA	NA	NA
OTU2229	OTU2229	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	NA
OTU2230	OTU2230	Fungi	Basidiomycota	Agaricomycetes	NA	NA	NA	NA
OTU2231	OTU2231	Fungi	Ascomycota	Dothideomycetes	Capnodiales	NA	NA	NA
OTU2232	OTU2232	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Amauroascus	Amauroascus kuehnii
OTU2233	OTU2233	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU2234	OTU2234	Fungi	NA	NA	NA	NA	NA	NA
OTU2235	OTU2235	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU2236	OTU2236	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	NA	NA	NA
OTU2237	OTU2237	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	Talaromyces pinophilus
OTU2238	OTU2238	Fungi	Ascomycota	Lecanoromycetes	Acarosporales	NA	NA	NA
OTU2239	OTU2239	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU2240	OTU2240	Fungi	Basidiomycota	NA	NA	NA	NA	NA
OTU2241	OTU2241	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU2242	OTU2242	Fungi	Basidiomycota	Agaricomycetes	NA	NA	NA	NA
OTU2243	OTU2243	Chromista	NA	NA	NA	NA	NA	NA
OTU2244	OTU2244	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	NA
OTU2245	OTU2245	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU2246	OTU2246	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	NA	NA	NA
OTU2247	OTU2247	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Gymnopus	Gymnopus hariolorum
OTU2248	OTU2248	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU2249	OTU2249	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria obovoidea
OTU2250	OTU2250	Fungi	Ascomycota	Pezizomycetes	Pezizales	NA	NA	NA
OTU2251	OTU2251	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	NA	NA
OTU2252	OTU2252	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	NA	NA	NA
OTU2253	OTU2253	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Agaricus	Agaricus deserticola
OTU2254	OTU2254	Fungi	NA	NA	NA	NA	NA	NA
OTU2256	OTU2256	Fungi	Ascomycota	Arthoniomycetes	Arthoniales	NA	NA	NA
OTU2257	OTU2257	Fungi	Ascomycota	Lecanoromycetes	Pertusariales	NA	NA	NA
OTU2258	OTU2258	Fungi	Mucoromycota	Mucoromycetes	Mucorales	NA	NA	NA
OTU2259	OTU2259	Fungi	Ascomycota	Schizosaccharomycetes	Schizosaccharomycetales	NA	NA	NA
OTU2260	OTU2260	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinopsis	NA
OTU2261	OTU2261	Fungi	Ascomycota	Sordariomycetes	Diaporthales	NA	NA	NA
OTU2262	OTU2262	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	NA	NA	NA
OTU2263	OTU2263	Fungi	Ascomycota	Schizosaccharomycetes	Schizosaccharomycetales	NA	NA	NA
OTU2264	OTU2264	Fungi	Ascomycota	Pezizomycetes	Pezizales	NA	NA	NA
OTU2265	OTU2265	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	NA	NA	NA
OTU2266	OTU2266	Fungi	NA	NA	NA	NA	NA	NA
OTU2267	OTU2267	Fungi	Ascomycota	Lecanoromycetes	Trapeliales	NA	NA	NA
OTU2268	OTU2268	Fungi	Basidiomycota	Microbotryomycetes	NA	NA	NA	NA
OTU2269	OTU2269	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Sporobolomyces	NA
OTU2270	OTU2270	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU2271	OTU2271	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	NA	NA	NA
OTU2272	OTU2272	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU2273	OTU2273	Fungi	NA	NA	NA	NA	NA	NA
OTU2274	OTU2274	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU2275	OTU2275	Fungi	NA	NA	NA	NA	NA	NA
OTU2276	OTU2276	Fungi	Mucoromycota	Mucoromycetes	Mucorales	NA	NA	NA
OTU2277	OTU2277	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU2278	OTU2278	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA
OTU2279	OTU2279	Fungi	Ascomycota	Schizosaccharomycetes	Schizosaccharomycetales	NA	NA	NA
OTU2280	OTU2280	Fungi	Basidiomycota	Agaricomycetes	Polyporales	NA	NA	NA
OTU2281	OTU2281	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Pichia	Pichia fermentans
OTU2282	OTU2282	Fungi	NA	NA	NA	NA	NA	NA
OTU2283	OTU2283	Fungi	Basidiomycota	Tremellomycetes	Tremellales	NA	NA	NA
OTU2284	OTU2284	Fungi	NA	NA	NA	NA	NA	NA
OTU2285	OTU2285	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU2286	OTU2286	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	NA	NA	NA
OTU2287	OTU2287	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
OTU2288	OTU2288	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
OTU2289	OTU2289	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	NA	NA	NA
OTU2290	OTU2290	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	NA	NA	NA
OTU2291	OTU2291	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Rhynchogastremataceae	Papiliotrema	NA
OTU2292	OTU2292	Fungi	Basidiomycota	NA	NA	NA	NA	NA
OTU2293	OTU2293	Fungi	NA	NA	NA	NA	NA	NA
OTU2294	OTU2294	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU2295	OTU2295	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	NA	NA	NA
OTU2296	OTU2296	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
OTU2297	OTU2297	Fungi	Entorrhizomycota	NA	NA	NA	NA	NA
OTU2298	OTU2298	Fungi	Ascomycota	Lecanoromycetes	Peltigerales	NA	NA	NA
OTU2299	OTU2299	Fungi	Rozellomycota	NA	NA	NA	NA	NA
OTU2300	OTU2300	Fungi	Ascomycota	Lecanoromycetes	Acarosporales	Acarosporaceae	Pleopsidium	NA
OTU2301	OTU2301	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	NA	NA	NA
OTU2302	OTU2302	Fungi	Glomeromycota	Glomeromycetes	Glomerales	NA	NA	NA
OTU2303	OTU2303	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	NA	NA	NA
OTU2304	OTU2304	Fungi	Ascomycota	Lecanoromycetes	Trapeliales	Trapeliaceae	Trapelia	NA
OTU2305	OTU2305	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	NA
OTU2306	OTU2306	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU2307	OTU2307	Fungi	Ascomycota	Sordariomycetes	Hypocreales	NA	NA	NA
OTU2308	OTU2308	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
OTU2309	OTU2309	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	NA
OTU2310	OTU2310	Fungi	NA	NA	NA	NA	NA	NA
OTU2311	OTU2311	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	NA	NA	NA
OTU2312	OTU2312	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Agaricus	NA
OTU2313	OTU2313	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	NA	NA	NA
OTU2314	OTU2314	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU2315	OTU2315	Fungi	NA	NA	NA	NA	NA	NA
OTU2316	OTU2316	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU2317	OTU2317	Fungi	Ascomycota	Schizosaccharomycetes	Schizosaccharomycetales	NA	NA	NA
OTU2318	OTU2318	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Neocamarosporium	Neocamarosporium goegapense
OTU2319	OTU2319	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Periconiaceae	Periconia	Periconia variicolor
OTU2320	OTU2320	Fungi	Ascomycota	Schizosaccharomycetes	Schizosaccharomycetales	NA	NA	NA
OTU2321	OTU2321	Fungi	Mucoromycota	Mucoromycetes	Mucorales	NA	NA	NA
OTU2322	OTU2322	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA
OTU2323	OTU2323	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU2324	OTU2324	Fungi	Ascomycota	Pezizomycetes	Pezizales	NA	NA	NA
OTU2325	OTU2325	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
OTU2326	OTU2326	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU2327	OTU2327	Fungi	NA	NA	NA	NA	NA	NA
OTU2328	OTU2328	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	NA	NA
OTU2329	OTU2329	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	NA	NA	NA
OTU2330	OTU2330	Fungi	Basidiomycota	Agaricomycetes	Boletales	Rhizopogonaceae	Rhizopogon	NA
OTU2331	OTU2331	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU2332	OTU2332	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU2333	OTU2333	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU2334	OTU2334	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Leptosphaeriaceae	Leptosphaeria	NA
OTU2336	OTU2336	Fungi	Ascomycota	Lecanoromycetes	Pertusariales	Megasporaceae	Circinaria	NA
OTU2337	OTU2337	Fungi	Neocallimastigomycota	Neocallimastigomycetes	Neocallimastigales	NA	NA	NA
OTU2338	OTU2338	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU2339	OTU2339	Fungi	NA	NA	NA	NA	NA	NA
OTU2340	OTU2340	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Torulaceae	Torula	NA
OTU2342	OTU2342	Fungi	Ascomycota	Sordariomycetes	Sordariales	NA	NA	NA
OTU2343	OTU2343	Fungi	Mucoromycota	Mucoromycetes	Mucorales	NA	NA	NA
OTU2344	OTU2344	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	NA	NA	NA
OTU2345	OTU2345	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
OTU2346	OTU2346	Fungi	Basidiomycota	Tremellomycetes	Tremellales	NA	NA	NA
OTU2347	OTU2347	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	NA	NA
